Actions of St Eloi Craters;Douglas Haig;Edwin Alderson
Actions of St Eloi Craters;Erich von Falkenhayn;Hugo von Wasielewski
Actions of the Hohenzollern Redoubt;John French, 1st Earl of Ypres;Ferdinand Foch
Actions of the Hohenzollern Redoubt;John French, 1st Earl of Ypres;George Thesiger
Actions of the Hohenzollern Redoubt;Ferdinand Foch;George Thesiger
Actions of the Hohenzollern Redoubt;Erich von Falkenhayn;Crown Prince Rupprecht of Bavaria
Actions of the Hohenzollern Redoubt;Erich von Falkenhayn;General Kuntze
Actions of the Hohenzollern Redoubt;Crown Prince Rupprecht of Bavaria;General Kuntze
Action off Lerwick;Charles Fox (lieutenant commander);Edward Brooke
Action off Lerwick;Max Leonhardi;Siegfried Westerkamp
Action of 11–12 December 1917;Reinhard Scheer;Paul Heinrich
Action of 11–12 December 1917;J. R. C. Cavendish;Vincent Molteno
Action of 14__15 February 1918;Roger Keyes;A. E. Berry
Action of 14__15 February 1918;Ludwig von Schröder;Oskar Heinecke
Action of 15 August 1917;Thomas Crisp;William “Johnsey” Manning
Action of 17 November 1917;Frank Berrien;Arthur S. Carpender
Action of 19 August 1916;John Jellicoe;David Beatty
Action of 19 August 1916;Reinhard Scheer;Franz von Hipper
Action of 22 August 1917;Douglas Haig;Hubert Gough
Action of 22 August 1917;Crown Prince Rupprecht of Bavaria;Friedrich Sixt von Armin
Action of 22 September 1914;John Drummond;Wilmot Nicholson
Action of 22 September 1914;John Drummond;Robert Johnson
Action of 22 September 1914;Wilmot Nicholson;Robert Johnson
Action of 8 June 1915;Gustav Klasing;Hans Fritsche von Crouenwald
Action of Agagia;William Peyton;Henry Lukin
Action of the Cockcroft;Douglas Haig;Hubert Gough
Action of the Cockcroft;Crown Prince Rupprecht of Bavaria;Friedrich Sixt von Armin
Affair of Agbeluvoe;H. B. Potter;H. S. Collins
Affair of Khra;Frederick Bryant;A. F. Redfern
Affair of Khra;Frederick Bryant;H. S. Collins
Affair of Khra;Frederick Bryant;R. Castaing
Affair of Khra;A. F. Redfern;H. S. Collins
Affair of Khra;A. F. Redfern;R. Castaing
Affair of Khra;H. S. Collins;R. Castaing
Air Battle on Istrana;Georg Est;Franz Hertling
Air Battle on Istrana;Georg Est;Kessler
Air Battle on Istrana;Georg Est;Edehbole
Air Battle on Istrana;Georg Est;Karl Uecker
Air Battle on Istrana;Georg Est;Heinrich Pfeiffer (aviator)
Air Battle on Istrana;Georg Est;Pallasch
Air Battle on Istrana;Georg Est;Pohlmann (aviator)
Air Battle on Istrana;Georg Est;Schlamm
Air Battle on Istrana;Franz Hertling;Kessler
Air Battle on Istrana;Franz Hertling;Edehbole
Air Battle on Istrana;Franz Hertling;Karl Uecker
Air Battle on Istrana;Franz Hertling;Heinrich Pfeiffer (aviator)
Air Battle on Istrana;Franz Hertling;Pallasch
Air Battle on Istrana;Franz Hertling;Pohlmann (aviator)
Air Battle on Istrana;Franz Hertling;Schlamm
Air Battle on Istrana;Kessler;Edehbole
Air Battle on Istrana;Kessler;Karl Uecker
Air Battle on Istrana;Kessler;Heinrich Pfeiffer (aviator)
Air Battle on Istrana;Kessler;Pallasch
Air Battle on Istrana;Kessler;Pohlmann (aviator)
Air Battle on Istrana;Kessler;Schlamm
Air Battle on Istrana;Edehbole;Karl Uecker
Air Battle on Istrana;Edehbole;Heinrich Pfeiffer (aviator)
Air Battle on Istrana;Edehbole;Pallasch
Air Battle on Istrana;Edehbole;Pohlmann (aviator)
Air Battle on Istrana;Edehbole;Schlamm
Air Battle on Istrana;Karl Uecker;Heinrich Pfeiffer (aviator)
Air Battle on Istrana;Karl Uecker;Pallasch
Air Battle on Istrana;Karl Uecker;Pohlmann (aviator)
Air Battle on Istrana;Karl Uecker;Schlamm
Air Battle on Istrana;Heinrich Pfeiffer (aviator);Pallasch
Air Battle on Istrana;Heinrich Pfeiffer (aviator);Pohlmann (aviator)
Air Battle on Istrana;Heinrich Pfeiffer (aviator);Schlamm
Air Battle on Istrana;Pallasch;Pohlmann (aviator)
Air Battle on Istrana;Pallasch;Schlamm
Air Battle on Istrana;Pohlmann (aviator);Schlamm
Attacks on High Wood;Douglas Haig;Henry Rawlinson, 1st Baron Rawlinson
Attacks on High Wood;Crown Prince Rupprecht of Bavaria;Fritz von Below
Attacks on the Butte de Warlencourt;Douglas Haig;Henry Rawlinson, 1st Baron Rawlinson
Attack of the Dead Men;Paul von Hindenburg;Rudolf von Freudenberg
Attack of the Dead Men;Vladimir Karpovich Kotlinsky;Władysław Strzemiński
Baralong incidents;Godfrey Herbert;A. Wilmot-Smith
Baralong incidents;Bernd Wegener;Klaus Hansen
Baranovichi offensive;Prince Leopold of Bavaria;Remus von Woyrsch
Baranovichi offensive;Aleksei Evert;Alexander Ragoza
Battle for Lake Tanganyika;Geoffrey Spicer-Simson;Georges Moulaert
Battle for the Vistula bridgehead;Vladimir Vasilyevich Smirnov;Vasily Gurko
Battle of Abaran;Drastamat Kanayan;Movses Silikyan
Battle of Abaran;Drastamat Kanayan;Jangir Agha
Battle of Abaran;Movses Silikyan;Jangir Agha
Battle of Abaran;Esad Pasa;Kezim Pasa
Battle of Abu Tellul;Henry John Macandrew;Charles Frederick Cox
Battle of Abu Tellul;Henry John Macandrew;Cyril Rodney Harbord
Battle of Abu Tellul;Charles Frederick Cox;Cyril Rodney Harbord
Battle of Ad-Dakim;Ahmet Tevfik Alpsoy;Ali Sait Akbaytogan
Battle of Ad-Dakim;Ahmet Tevfik Alpsoy;Hüseyin Ragıp Bey
Battle of Ad-Dakim;Ahmet Tevfik Alpsoy;Imam Yahya
Battle of Ad-Dakim;Ali Sait Akbaytogan;Hüseyin Ragıp Bey
Battle of Ad-Dakim;Ali Sait Akbaytogan;Imam Yahya
Battle of Ad-Dakim;Hüseyin Ragıp Bey;Imam Yahya
Battle of Ad-Dakim;Ali bin Ahmed Al-Abdali;D. G. L. Shaw
Battle of Albert (1916);Joseph Joffre;Ferdinand Foch
Battle of Albert (1916);Joseph Joffre;Émile Fayolle
Battle of Albert (1916);Joseph Joffre;Douglas Haig
Battle of Albert (1916);Joseph Joffre;Henry Rawlinson, 1st Baron Rawlinson
Battle of Albert (1916);Joseph Joffre;Hubert Gough
Battle of Albert (1916);Joseph Joffre;Edmund Allenby
Battle of Albert (1916);Ferdinand Foch;Émile Fayolle
Battle of Albert (1916);Ferdinand Foch;Douglas Haig
Battle of Albert (1916);Ferdinand Foch;Henry Rawlinson, 1st Baron Rawlinson
Battle of Albert (1916);Ferdinand Foch;Hubert Gough
Battle of Albert (1916);Ferdinand Foch;Edmund Allenby
Battle of Albert (1916);Émile Fayolle;Douglas Haig
Battle of Albert (1916);Émile Fayolle;Henry Rawlinson, 1st Baron Rawlinson
Battle of Albert (1916);Émile Fayolle;Hubert Gough
Battle of Albert (1916);Émile Fayolle;Edmund Allenby
Battle of Albert (1916);Douglas Haig;Henry Rawlinson, 1st Baron Rawlinson
Battle of Albert (1916);Douglas Haig;Hubert Gough
Battle of Albert (1916);Douglas Haig;Edmund Allenby
Battle of Albert (1916);Henry Rawlinson, 1st Baron Rawlinson;Hubert Gough
Battle of Albert (1916);Henry Rawlinson, 1st Baron Rawlinson;Edmund Allenby
Battle of Albert (1916);Hubert Gough;Edmund Allenby
Battle of Albert (1916);Erich von Falkenhayn;Fritz von Below
Battle of Albert (1916);Erich von Falkenhayn;Fritz von Lossberg
Battle of Albert (1916);Erich von Falkenhayn;Günther von Pannewitz
Battle of Albert (1916);Fritz von Below;Fritz von Lossberg
Battle of Albert (1916);Fritz von Below;Günther von Pannewitz
Battle of Albert (1916);Fritz von Lossberg;Günther von Pannewitz
Battle of Aleppo (1918);Emir Faisal;Edmund Allenby
Battle of Aleppo (1918);Emir Faisal;Harry Chauvel
Battle of Aleppo (1918);Edmund Allenby;Harry Chauvel
Battle of Aleppo (1918);Mustafa Kemal Atatürk;Liman von Sanders
Battle of Amiens (1918);Ferdinand Foch;Douglas Haig
Battle of Amiens (1918);Ferdinand Foch;Henry Rawlinson, 1st Baron Rawlinson
Battle of Amiens (1918);Ferdinand Foch;Arthur Currie
Battle of Amiens (1918);Ferdinand Foch;John Monash
Battle of Amiens (1918);Ferdinand Foch;Marie-Eugène Debeney
Battle of Amiens (1918);Ferdinand Foch;Georges Louis Humbert
Battle of Amiens (1918);Douglas Haig;Henry Rawlinson, 1st Baron Rawlinson
Battle of Amiens (1918);Douglas Haig;Arthur Currie
Battle of Amiens (1918);Douglas Haig;John Monash
Battle of Amiens (1918);Douglas Haig;Marie-Eugène Debeney
Battle of Amiens (1918);Douglas Haig;Georges Louis Humbert
Battle of Amiens (1918);Henry Rawlinson, 1st Baron Rawlinson;Arthur Currie
Battle of Amiens (1918);Henry Rawlinson, 1st Baron Rawlinson;John Monash
Battle of Amiens (1918);Henry Rawlinson, 1st Baron Rawlinson;Marie-Eugène Debeney
Battle of Amiens (1918);Henry Rawlinson, 1st Baron Rawlinson;Georges Louis Humbert
Battle of Amiens (1918);Arthur Currie;John Monash
Battle of Amiens (1918);Arthur Currie;Marie-Eugène Debeney
Battle of Amiens (1918);Arthur Currie;Georges Louis Humbert
Battle of Amiens (1918);John Monash;Marie-Eugène Debeney
Battle of Amiens (1918);John Monash;Georges Louis Humbert
Battle of Amiens (1918);Marie-Eugène Debeney;Georges Louis Humbert
Battle of Amiens (1918);Paul von Hindenburg;Erich Ludendorff
Battle of Amiens (1918);Paul von Hindenburg;Georg von der Marwitz
Battle of Amiens (1918);Paul von Hindenburg;Oskar von Hutier
Battle of Amiens (1918);Erich Ludendorff;Georg von der Marwitz
Battle of Amiens (1918);Erich Ludendorff;Oskar von Hutier
Battle of Amiens (1918);Georg von der Marwitz;Oskar von Hutier
Battle of Antrea;Herman Wärnhjelm;Aarne Sihvo
Battle of Aqaba;Auda Abu Tayi;Hussein bin Ali
Battle of Aqaba;Auda Abu Tayi;T. E. Lawrence
Battle of Aqaba;Hussein bin Ali;T. E. Lawrence
Battle of Arara;Liman von Sanders;Cevat Çobanlı
Battle of Arara;Liman von Sanders;Gustav von Oppen
Battle of Arara;Cevat Çobanlı;Gustav von Oppen
Battle of Arara;Edmund Allenby;Jean Philpin de Piépape
Battle of Arara;Edmund Allenby;Louis Romieu
Battle of Arara;Edmund Allenby;Steuart Hare
Battle of Arara;Jean Philpin de Piépape;Louis Romieu
Battle of Arara;Jean Philpin de Piépape;Steuart Hare
Battle of Arara;Louis Romieu;Steuart Hare
Battle of Ardahan;Nikolai Istomin;Illarion Ivanovich Vorontsov-Dashkov
Battle of Arras (1915);Osmont d'Amilly;Václav Dostal
Battle of Arras (1915);Osmont d'Amilly;Lucjan Malcz
Battle of Arras (1915);Václav Dostal;Lucjan Malcz
Battle of Arras (1917);Douglas Haig;Edmund Allenby
Battle of Arras (1917);Douglas Haig;Hubert Gough
Battle of Arras (1917);Douglas Haig;Henry Horne, 1st Baron Horne
Battle of Arras (1917);Edmund Allenby;Hubert Gough
Battle of Arras (1917);Edmund Allenby;Henry Horne, 1st Baron Horne
Battle of Arras (1917);Hubert Gough;Henry Horne, 1st Baron Horne
Battle of Arras (1917);Erich Ludendorff;Ludwig von Falkenhausen
Battle of Asiago;Luigi Cadorna;Roberto Brusati
Battle of Asiago;Luigi Cadorna;Guglielmo Pecori Giraldi
Battle of Asiago;Luigi Cadorna;Pietro Frugoni
Battle of Asiago;Roberto Brusati;Guglielmo Pecori Giraldi
Battle of Asiago;Roberto Brusati;Pietro Frugoni
Battle of Asiago;Guglielmo Pecori Giraldi;Pietro Frugoni
Battle of Asiago;Conrad von Hötzendorf;Archduke Eugen of Austria
Battle of Asiago;Conrad von Hötzendorf;Viktor Dankl von Krasnik
Battle of Asiago;Conrad von Hötzendorf;Hermann Kövess von Kövesshaza
Battle of Asiago;Archduke Eugen of Austria;Viktor Dankl von Krasnik
Battle of Asiago;Archduke Eugen of Austria;Hermann Kövess von Kövesshaza
Battle of Asiago;Viktor Dankl von Krasnik;Hermann Kövess von Kövesshaza
Battle of Augustów (1914);Evgeny Aleksandrovich Radkevich;Vasily Flug
Battle of Augustów (1914);Paul von Hindenburg;Richard von Schubert
Battle of Bakhmach;Ludvík Krejčí;Nikolai Krylenko
Battle of Baku;Nuri Killigil;Mürsel Bakû
Battle of Baku;Nuri Killigil;Suleyman Izzet Bey
Battle of Baku;Nuri Killigil;Ali-Agha Shikhlinski
Battle of Baku;Nuri Killigil;Nasib bey Yusifbeyli
Battle of Baku;Mürsel Bakû;Suleyman Izzet Bey
Battle of Baku;Mürsel Bakû;Ali-Agha Shikhlinski
Battle of Baku;Mürsel Bakû;Nasib bey Yusifbeyli
Battle of Baku;Suleyman Izzet Bey;Ali-Agha Shikhlinski
Battle of Baku;Suleyman Izzet Bey;Nasib bey Yusifbeyli
Battle of Baku;Ali-Agha Shikhlinski;Nasib bey Yusifbeyli
Battle of Baku;Stepan Shaumian;Grigory Korganov
Battle of Baku;Georgy Dokuchaev;Yakov Bagratuni
Battle of Baku;Georgy Dokuchaev;Lionel Dunsterville
Battle of Baku;Georgy Dokuchaev;Hamazasp Srvandztyan
Battle of Baku;Yakov Bagratuni;Lionel Dunsterville
Battle of Baku;Yakov Bagratuni;Hamazasp Srvandztyan
Battle of Baku;Lionel Dunsterville;Hamazasp Srvandztyan
Battle of Banjo;Frederick Hugh Cunliffe;Bowyer-Smijth
Battle of Basra (1914);T. E. Lawrence;C. V. F. Townshend
Battle of Basra (1914);T. E. Lawrence;Arthur Barrett (Indian Army officer)
Battle of Basra (1914);T. E. Lawrence;John Nixon
Battle of Basra (1914);C. V. F. Townshend;Arthur Barrett (Indian Army officer)
Battle of Basra (1914);C. V. F. Townshend;John Nixon
Battle of Basra (1914);Arthur Barrett (Indian Army officer);John Nixon
Battle of Basra (1914);Mehmed Subhi Bey;Süleyman Askerî
Battle of Bazargic;Stefan Toshev;Ivan Kolev (general)
Battle of Bazargic;Stefan Toshev;Todor Kantardzhiev
Battle of Bazargic;Ivan Kolev (general);Todor Kantardzhiev
Battle of Beersheba (1917);Edmund Allenby;Harry Chauvel
Battle of Beersheba (1917);Edmund Allenby;Edward Chaytor
Battle of Beersheba (1917);Edmund Allenby;Philip Chetwode
Battle of Beersheba (1917);Harry Chauvel;Edward Chaytor
Battle of Beersheba (1917);Harry Chauvel;Philip Chetwode
Battle of Beersheba (1917);Edward Chaytor;Philip Chetwode
Battle of Beersheba (1917);Friedrich Kress von Kressenstein;Fevzi Çakmak
Battle of Beersheba (1917);Friedrich Kress von Kressenstein;İsmet İnönü
Battle of Beersheba (1917);Fevzi Çakmak;İsmet İnönü
Battle of Belleau Wood;John J. Pershing;James G. Harbord
Battle of Belleau Wood;John J. Pershing;Omar Bundy
Battle of Belleau Wood;James G. Harbord;Omar Bundy
Battle of Belleau Wood;Crown Prince Wilhelm of Germany;Richard von Conta
Battle of Binagadi;Nuri Killigil;Mürsel Bakû
Battle of Binagadi;Nuri Killigil;Suleyman Izzet Bey
Battle of Binagadi;Nuri Killigil;Ali-Agha Shikhlinski
Battle of Binagadi;Nuri Killigil;Gaimmegam Hasan Bey
Battle of Binagadi;Mürsel Bakû;Suleyman Izzet Bey
Battle of Binagadi;Mürsel Bakû;Ali-Agha Shikhlinski
Battle of Binagadi;Mürsel Bakû;Gaimmegam Hasan Bey
Battle of Binagadi;Suleyman Izzet Bey;Ali-Agha Shikhlinski
Battle of Binagadi;Suleyman Izzet Bey;Gaimmegam Hasan Bey
Battle of Binagadi;Ali-Agha Shikhlinski;Gaimmegam Hasan Bey
Battle of Binagadi;Lionel Dunsterville;Georgy Dokuchaev
Battle of Binagadi;Lionel Dunsterville;Colonel Avetisov
Battle of Binagadi;Lionel Dunsterville;Hamazasp Srvandztyan
Battle of Binagadi;Georgy Dokuchaev;Colonel Avetisov
Battle of Binagadi;Georgy Dokuchaev;Hamazasp Srvandztyan
Battle of Binagadi;Colonel Avetisov;Hamazasp Srvandztyan
Battle of Bitlis;Nikolai Nikolaevich Yudenich;Andranik Ozanian
Battle of Bitlis;Nikolai Nikolaevich Yudenich;Agha Petros
Battle of Bitlis;Andranik Ozanian;Agha Petros
Battle of Bitlis;Mustafa Kemal Atatürk;Ahmed Izzet Pasha
Battle of Blanc Mont Ridge;Henri Gouraud;John A. Lejeune
Battle of Blanc Mont Ridge;Henri Gouraud;William Ruthven Smith
Battle of Blanc Mont Ridge;John A. Lejeune;William Ruthven Smith
Battle of Bobruysk (1918);gen. Romanowskij;gen. Maksymowicz
Battle of Bobruysk (1918);gen. Romanowskij;Jukums Vācietis
Battle of Bobruysk (1918);gen. Maksymowicz;Jukums Vācietis
Battle of Bobruysk (1918);Józef Dowbor-Muśnicki;Bolesław Jaźwiński
Battle of Bobruysk (1918);Józef Dowbor-Muśnicki;Stanisław Wrzaliński
Battle of Bobruysk (1918);Józef Dowbor-Muśnicki;Władysław Anders
Battle of Bobruysk (1918);Bolesław Jaźwiński;Stanisław Wrzaliński
Battle of Bobruysk (1918);Bolesław Jaźwiński;Władysław Anders
Battle of Bobruysk (1918);Stanisław Wrzaliński;Władysław Anders
Battle of Brassó (1916);Erich von Falkenhayn;Edwin Sunkel
Battle of Brassó (1916);Erich von Falkenhayn;Curt von Morgen
Battle of Brassó (1916);Edwin Sunkel;Curt von Morgen
Battle of Broodseinde;Douglas Haig;Herbert Plumer
Battle of Broodseinde;Douglas Haig;Hubert Gough
Battle of Broodseinde;Herbert Plumer;Hubert Gough
Battle of Broodseinde;Erich Ludendorff;Crown Prince Rupprecht of Bavaria
Battle of Broodseinde;Erich Ludendorff;Friedrich Sixt von Armin
Battle of Broodseinde;Crown Prince Rupprecht of Bavaria;Friedrich Sixt von Armin
Battle of Bucharest;Erich von Falkenhayn;August von Mackensen
Battle of Buggenhout;King Albert I;Émile Dossin
Battle of Buggenhout;King Albert I;Augustin Édouard Michel du Faing d'Aigremont
Battle of Buggenhout;King Albert I;Alphonse Jacques
Battle of Buggenhout;Émile Dossin;Augustin Édouard Michel du Faing d'Aigremont
Battle of Buggenhout;Émile Dossin;Alphonse Jacques
Battle of Buggenhout;Augustin Édouard Michel du Faing d'Aigremont;Alphonse Jacques
Battle of Bukoba;Maj. Willibald von Stuemer;Eberhard Gudowius
Battle of Bukoba;Brigadier J. M. Stewart;Daniel Patrick Driscoll
Battle of Buqqar Ridge;Philip Chetwode;Harry Chauvel
Battle of Buqqar Ridge;İsmet İnönü;Erich von Falkenhayn
Battle of Cambrai (1917);Douglas Haig;Julian Byng
Battle of Cambrai (1917);Douglas Haig;William Pulteney (British Army officer)
Battle of Cambrai (1917);Julian Byng;William Pulteney (British Army officer)
Battle of Cambrai (1917);Georg von der Marwitz;Otto von Moser
Battle of Cambrai (1917);Georg von der Marwitz;Hugo von Kathen
Battle of Cambrai (1917);Otto von Moser;Hugo von Kathen
Battle of Cambrai (1918);Henry Horne, 1st Baron Horne;Julian Byng
Battle of Cambrai (1918);Henry Horne, 1st Baron Horne;Henry Rawlinson, 1st Baron Rawlinson
Battle of Cambrai (1918);Henry Horne, 1st Baron Horne;Arthur Currie
Battle of Cambrai (1918);Julian Byng;Henry Rawlinson, 1st Baron Rawlinson
Battle of Cambrai (1918);Julian Byng;Arthur Currie
Battle of Cambrai (1918);Henry Rawlinson, 1st Baron Rawlinson;Arthur Currie
Battle of Caporetto;Archduke Eugen of Austria;Otto von Below
Battle of Caporetto;Archduke Eugen of Austria;Svetozar Boroević
Battle of Caporetto;Otto von Below;Svetozar Boroević
Battle of Caporetto;Luigi Cadorna;Luigi Capello
Battle of Cer;Radomir Putnik;Stepa Stepanović
Battle of Cer;Radomir Putnik;Pavle Jurišić Šturm
Battle of Cer;Stepa Stepanović;Pavle Jurišić Šturm
Battle of Cer;Oskar Potiorek;Eduard von Böhm-Ermolli
Battle of Cer;Oskar Potiorek;Liborius Ritter von Frank
Battle of Cer;Eduard von Böhm-Ermolli;Liborius Ritter von Frank
Battle of Charah;Agha Petros;Malik Khoshaba
Battle of Charah;Agha Petros;Dawid Mar Shimun
Battle of Charah;Agha Petros;Malik Yaqo
Battle of Charah;Malik Khoshaba;Dawid Mar Shimun
Battle of Charah;Malik Khoshaba;Malik Yaqo
Battle of Charah;Dawid Mar Shimun;Malik Yaqo
Battle of Charleroi;Karl von Bülow;Max von Hausen
Battle of Charleroi;Charles Lanrezac;Joseph Joffre
Battle of Chunuk Bair;Alexander Godley;William George Malone
Battle of Chunuk Bair;Mustafa Kemal Atatürk;Hans Kannengiesser
Battle of Château-Thierry (1918);Charles Mangin;John J. Pershing
Battle of Coronel;Christopher Cradock;John Luce (Royal Navy officer)
Battle of Courtrai (1918);King Albert I;Jean Degoutte
Battle of Courtrai (1918);King Albert I;Cyriaque Gillain
Battle of Courtrai (1918);King Albert I;Herbert Plumer
Battle of Courtrai (1918);Jean Degoutte;Cyriaque Gillain
Battle of Courtrai (1918);Jean Degoutte;Herbert Plumer
Battle of Courtrai (1918);Cyriaque Gillain;Herbert Plumer
Battle of Courtrai (1918);Erich Ludendorff;Crown Prince Rupprecht of Bavaria
Battle of Courtrai (1918);Erich Ludendorff;Friedrich Sixt von Armin
Battle of Courtrai (1918);Erich Ludendorff;Ferdinand von Quast
Battle of Courtrai (1918);Crown Prince Rupprecht of Bavaria;Friedrich Sixt von Armin
Battle of Courtrai (1918);Crown Prince Rupprecht of Bavaria;Ferdinand von Quast
Battle of Courtrai (1918);Friedrich Sixt von Armin;Ferdinand von Quast
Battle of Ctesiphon (1915);Halil Kut;Nur-ud Din Pasha
Battle of Cârlibaba;Karl von Pflanzer-Baltin;Emil Schultheiss
Battle of Cârlibaba;Karl von Pflanzer-Baltin;Zygmunt Zieliński (1858–1925)
Battle of Cârlibaba;Karl von Pflanzer-Baltin;Marian Januszajtis-Żegota
Battle of Cârlibaba;Emil Schultheiss;Zygmunt Zieliński (1858–1925)
Battle of Cârlibaba;Emil Schultheiss;Marian Januszajtis-Żegota
Battle of Cârlibaba;Zygmunt Zieliński (1858–1925);Marian Januszajtis-Żegota
Battle of Daraa (1918);Hussein bin Ali;Auda Abu Tayi
Battle of Daraa (1918);Hussein bin Ali;Nuri al-Said
Battle of Daraa (1918);Hussein bin Ali;Nuri bin Hazaa Al Shalaan
Battle of Daraa (1918);Hussein bin Ali;T. E. Lawrence
Battle of Daraa (1918);Auda Abu Tayi;Nuri al-Said
Battle of Daraa (1918);Auda Abu Tayi;Nuri bin Hazaa Al Shalaan
Battle of Daraa (1918);Auda Abu Tayi;T. E. Lawrence
Battle of Daraa (1918);Nuri al-Said;Nuri bin Hazaa Al Shalaan
Battle of Daraa (1918);Nuri al-Said;T. E. Lawrence
Battle of Daraa (1918);Nuri bin Hazaa Al Shalaan;T. E. Lawrence
Battle of Delville Wood;Douglas Haig;Henry Rawlinson, 1st Baron Rawlinson
Battle of Delville Wood;Fritz von Below;Max von Gallwitz
Battle of Dibrivka;Nestor Makhno;Fedir Shchus
Battle of Dilman;Tovmas Nazarbekian;Andranik Ozanian
Battle of Dilman;Halil Kut;Simko Shikak
Battle of Doberdò;Luigi Cadorna;Settimio Piacentini
Battle of Doberdò;Luigi Cadorna;Emanuele Filiberto, 2nd Duke of Aosta
Battle of Doberdò;Settimio Piacentini;Emanuele Filiberto, 2nd Duke of Aosta
Battle of Doberdò;Conrad von Hötzendorf;Svetozar Boroević
Battle of Dobro Pole;Louis Franchet d'Esperey;Živojin Mišić
Battle of Dobro Pole;Louis Franchet d'Esperey;Petar Bojović
Battle of Dobro Pole;Louis Franchet d'Esperey;Stepa Stepanović
Battle of Dobro Pole;Louis Franchet d'Esperey;Panagiotis Gargalidis
Battle of Dobro Pole;Živojin Mišić;Petar Bojović
Battle of Dobro Pole;Živojin Mišić;Stepa Stepanović
Battle of Dobro Pole;Živojin Mišić;Panagiotis Gargalidis
Battle of Dobro Pole;Petar Bojović;Stepa Stepanović
Battle of Dobro Pole;Petar Bojović;Panagiotis Gargalidis
Battle of Dobro Pole;Stepa Stepanović;Panagiotis Gargalidis
Battle of Dobro Pole;Georgi Todorov (general);Friedrich von Scholtz
Battle of Doiran (1918);Henry Fuller Maitland Wilson;George Milne
Battle of Doiran (1918);Vladimir Vazov;Stefan Nerezov
Battle of Doss Alto;Andrea Graziani;Jindřich Varhaník
Battle of Doss Alto;Andrea Graziani;Oldřich Trojánek
Battle of Doss Alto;Jindřich Varhaník;Oldřich Trojánek
Battle of Dujaila;Ali İhsan Sâbis;Colmar Freiherr von der Goltz
Battle of Dunajetz;Grand Duke Nicholas;Nikolay Iudovich Ivanov
Battle of Dunajetz;Erich von Falkenhayn;August von Mackensen
Battle of Dunajetz;Erich von Falkenhayn;Hans von Seeckt
Battle of Dunajetz;August von Mackensen;Hans von Seeckt
Battle of Durazzo (1918);Osvaldo Paladini;Charles P. Nelson (admiral)
Battle of Dutumi;Jan Smuts;Arthur Hoskins
Battle of El Tor (1915);Hussein Fawzi;George Qandas
Battle of Erzincan;Hasan Izzet Pasha;Topal Osman
Battle of Erzincan;Hasan Izzet Pasha;Wehib Pasha
Battle of Erzincan;Topal Osman;Wehib Pasha
Battle of Fismes and Fismette;R. Bruce Campbell;Fredrick L. Pond
Battle of Flers–Courcelette;Douglas Haig;Ferdinand Foch
Battle of Flers–Courcelette;Douglas Haig;Émile Fayolle
Battle of Flers–Courcelette;Douglas Haig;Henry Rawlinson, 1st Baron Rawlinson
Battle of Flers–Courcelette;Douglas Haig;Hubert Gough
Battle of Flers–Courcelette;Ferdinand Foch;Émile Fayolle
Battle of Flers–Courcelette;Ferdinand Foch;Henry Rawlinson, 1st Baron Rawlinson
Battle of Flers–Courcelette;Ferdinand Foch;Hubert Gough
Battle of Flers–Courcelette;Émile Fayolle;Henry Rawlinson, 1st Baron Rawlinson
Battle of Flers–Courcelette;Émile Fayolle;Hubert Gough
Battle of Flers–Courcelette;Henry Rawlinson, 1st Baron Rawlinson;Hubert Gough
Battle of Flers–Courcelette;Crown Prince Rupprecht of Bavaria;Fritz von Below
Battle of Flirey;Maurice Sarrail;Noel de Castelnau
Battle of Galați;Constantin Prezan;Constantin Niculescu-Rizea
Battle of Galicia;Nikolai Ivanov (general);Anton Yegorovich von Saltza
Battle of Galicia;Nikolai Ivanov (general);Aleksei Evert
Battle of Galicia;Nikolai Ivanov (general);Paul von Plehwe
Battle of Galicia;Nikolai Ivanov (general);Nikolai Ruzsky
Battle of Galicia;Nikolai Ivanov (general);Aleksei Brusilov
Battle of Galicia;Anton Yegorovich von Saltza;Aleksei Evert
Battle of Galicia;Anton Yegorovich von Saltza;Paul von Plehwe
Battle of Galicia;Anton Yegorovich von Saltza;Nikolai Ruzsky
Battle of Galicia;Anton Yegorovich von Saltza;Aleksei Brusilov
Battle of Galicia;Aleksei Evert;Paul von Plehwe
Battle of Galicia;Aleksei Evert;Nikolai Ruzsky
Battle of Galicia;Aleksei Evert;Aleksei Brusilov
Battle of Galicia;Paul von Plehwe;Nikolai Ruzsky
Battle of Galicia;Paul von Plehwe;Aleksei Brusilov
Battle of Galicia;Nikolai Ruzsky;Aleksei Brusilov
Battle of Galicia;Archduke Friedrich, Duke of Teschen;Conrad von Hötzendorf
Battle of Galicia;Archduke Friedrich, Duke of Teschen;Viktor Dankl von Krasnik
Battle of Galicia;Archduke Friedrich, Duke of Teschen;Moritz von Auffenberg
Battle of Galicia;Archduke Friedrich, Duke of Teschen;Rudolf von Brudermann
Battle of Galicia;Archduke Friedrich, Duke of Teschen;Eduard von Böhm-Ermolli
Battle of Galicia;Archduke Friedrich, Duke of Teschen;Hermann Kövess von Kövesshaza
Battle of Galicia;Archduke Friedrich, Duke of Teschen;Heinrich von Kummer (General, 1874)
Battle of Galicia;Conrad von Hötzendorf;Viktor Dankl von Krasnik
Battle of Galicia;Conrad von Hötzendorf;Moritz von Auffenberg
